pressure_bar,feed_flow_m3_h,salinity_g_L,temperature_C,recovery_rate,pump_efficiency,erd_efficiency,membrane_condition,effective_pressure_bar,permeate_flow_m3_h,concentrate_flow_m3_h,hydraulic_power_kW,pump_power_kW,recovery_energy_kW,net_power_kW,SEC_physical_kWh_m3,SEC_kWh_m3
57.49080237694725,266.61963595475765,34.61705683735906,25.09054491313347,0.4143991756567186,0.7787271040554884,0.8620642385194555,0.7116398364186662,62.06042920775496,110.48695735354598,156.1326786012117,459.6258067379899,590.2270568782451,104.28659011742418,485.9404667608209,4.398170412149784,4.52468153744357
69.01428612819832,587.7108526405223,34.46978799072,26.950220957870584,0.46108646585999724,0.7946871318750043,0.7430965905262915,0.7560317584693388,72.33005627020069,270.98551999158406,316.7253326489382,1180.8099733915722,1485.8803245065012,208.26497354278416,1277.615350963717,4.714699704262411,4.874200771440132
64.6398788362281,885.6512522887674,41.06254580521036,18.757018481887485,0.4520321859580318,0.8709094786404361,0.9180986408387037,0.9493737415269827,75.16456974152103,400.3428715685598,485.3083807202076,1849.1554255367917,2123.246411812489,373.86330229231385,1749.3831095201751,4.3697121486540285,4.114432366648735
61.97316968394073,759.0023977686051,34.49546199849506,24.373111494104982,0.3307799809387547,0.7680008772119784,0.8532790597673103,0.9300305069015007,63.11010130225967,251.0627986663683,507.9395991022368,1330.5755058842963,1732.5182110658448,346.26282222464874,1386.255388841196,5.521548378353575,5.683626441658541
53.12037280884873,825.9050330753048,34.71949726128631,23.576189747156228,0.3298498939482948,0.8739299369624343,0.7393009708892385,0.805192807437144,56.626007109630905,272.4246875712522,553.4803455040526,1299.1028965222822,1486.5069172909268,257.7676107175683,1228.7393065733586,4.510381630710263,4.4007078274168965
53.11989040672405,692.9050300396456,39.59398262417964,27.492455651824066,0.35363487354898265,0.7176268861953382,0.9405845143703017,0.8130431883322637,58.76933014291899,245.03538267952408,447.86964736012146,1131.1545685580315,1576.2432962275204,335.4030734772215,1240.8402227502988,5.063922643258277,5.194112378051643
51.16167224336399,723.0489080660673,36.4973984245054,28.59130590721891,0.3722149452682074,0.8553596874417262,0.8295913658338301,0.8600663300660738,52.94082107523931,269.1296097420484,453.9192983240189,1063.300079738134,1243.1028669568605,226.59499256134123,1016.5078743955193,3.777019835795131,3.769264122980381
67.3235229154987,864.2760864087874,39.76710556955181,15.182351572160803,0.3816911162816965,0.8695095266109473,0.7182246129679137,0.7000723014055403,84.80398640803054,329.886504196946,534.3895822118413,2035.9460412387955,2341.487906606638,363.9366002520787,1977.551306354559,5.99464143332744,5.99981640898866
62.022300234864176,324.70120797326734,32.65366157564385,25.110298785881888,0.435939443366669,0.7363635305674677,0.8567082261037667,0.7723733008114083,63.869328134184585,141.5500638643512,183.15114410891616,576.0679999336312,782.3146802092342,132.3147293867072,649.999950822527,4.5920145358989615,4.566515402997872
64.1614515559209,540.4824672788264,36.87571193673384,15.777536986795935,0.31133608643316707,0.7860693064744401,0.7632997267532025,0.7624695425824644,75.88122640466594,168.2716961483321,372.2107711304943,1139.2353463149188,1449.2810454900548,266.6386426440379,1182.642402846017,7.028171878671226,7.283743450266524
50.41168988591605,299.08849763764204,32.33613600183283,23.23287997616034,0.30693454084521327,0.7330999549327311,0.9009233629693256,0.775144884024929,52.39240302195494,91.80059069449432,207.28790694314773,435.2768085406211,593.7482407573766,129.75750450645415,463.99073625092245,5.054332796126006,4.866374085764308
69.39819704323989,988.9012071969823,32.62653203455355,19.314490935655172,0.3783821125887818,0.8413208257988436,0.9044555183915476,0.9417717527600324,71.19391284062333,374.1825279207908,614.7186792761916,1955.6596209213649,2324.5111269704325,457.41498669989267,1867.0961402705398,4.989800434150089,5.080790493733505
66.64885281600843,949.653405717952,41.06437453344411,19.601648992832118,0.4394327384275961,0.8070695536123313,0.9447368389636654,0.783902156963933,80.76921151759467,417.3087966317326,532.3446090862194,2130.632133189928,2639.9609843457906,489.3325816921646,2150.628402653626,5.153565944480955,5.323839273423086
54.246782213565524,135.4841302316553,33.39245371117595,20.29437755178535,0.3386870685912965,0.8270646693416642,0.8254673827561259,0.7574563966150444,58.92858817933822,45.88672290880079,89.59740732285452,221.7746809793623,268.14672322527434,51.23272676359176,216.9139964616826,4.727162514804033,4.828750194101502
53.63649934414201,735.0176552641196,37.324206822752174,24.319386735744153,0.42830089625125034,0.7392973933912422,0.8137392199319342,0.8512790382379094,58.29863677332656,314.808720510115,420.20893475400464,1190.2924251729185,1610.0319517060789,262.15328179603927,1347.8786699100397,4.281579835926849,4.580181355811894
53.66809019706868,932.7234856740993,36.11095602600707,20.01074948503154,0.3519656275880599,0.7423491724104838,0.8883689013616201,0.9596935109118196,57.42633866031455,328.2866070014071,604.4368786726922,1487.8581879097187,2004.256545580149,403.84317151728857,1600.4133740628604,4.8750492402999575,4.797689994886553
56.08484485919075,262.5178106146002,35.47343326258843,25.990485758854206,0.47721722176270326,0.7082994651019813,0.7331176640854816,0.7724049111512499,59.86159127557138,125.278020244727,137.2397903698732,436.52038559914024,616.2935412301771,82.67050999930343,533.6230312308736,4.259510408836733,4.381839904524735
60.49512863264476,611.1507074973665,40.99833345687273,21.067910783608045,0.4791379888533233,0.7644135070391459,0.836728878448281,0.7235608728378395,73.65276091573936,292.8255208765739,318.32518662079264,1250.3593595219027,1635.710708939463,249.50656838062562,1386.2041405588375,4.733891145857889,4.718824500278854
58.638900372842315,923.9394678292376,32.2182339677549,16.02529800464938,0.3594574408562653,0.811948932266735,0.8365619000327127,0.8069214207548994,63.71510184302149,332.1169166119974,591.8225512172403,1635.2471469313043,2013.97782784953,377.71897402342813,1636.258853826102,4.926755524885521,5.1090562309184575
55.82458280396084,130.55138072721897,38.63789686175589,26.756397637261607,0.3459987507926481,0.8715869827994658,0.7223682807025967,0.9242955473694934,59.36188760998755,45.17061464587316,85.38076608134581,215.2715663904963,246.98804667672033,40.839576089301715,206.14847058741861,4.5637738650132045,4.562721139881563
62.23705789444759,727.6782405221559,41.63394434213551,19.28637486889059,0.38226079441324623,0.8333854894917361,0.8044960213767284,0.8652071634084384,74.45174783599064,278.1628622992326,449.5153782229233,1504.9143574748027,1805.7842096490276,314.09640184959613,1491.6878077994315,5.362641854737439,5.300240687669799
52.78987721304084,367.6141066352957,37.60168183461842,21.49150319398894,0.34810631703602973,0.7870792646799503,0.9133211996418005,0.9450380108723042,57.319327412962465,127.96879275130308,239.6453138839926,585.3164816625614,743.6563354271166,154.96750381924213,588.6888316078745,4.600253069136498,4.7805009490677275
