pressure_bar,feed_flow_m3_h,salinity_g_L,temperature_C,recovery_rate_target,pump_efficiency,erd_efficiency,membrane_condition
-1.2520864235815965,-1.3342664220527767,1.1959714685781044,-1.5072207485651867,-0.2305953457427508,-0.5920791603847603,0.8845679425748855,1.3854620207619006
-0.6071627618147935,-0.40237013989297327,0.9760803586319281,-1.1268181164477802,-0.6632393661183158,0.24465904889705076,1.0211057940757402,0.805274056786434
0.5998308521357203,-0.5914446193349081,-0.19019386432327004,-0.6895253683142092,0.4336089955850292,0.7795807904096327,0.21339494256410152,-1.2695846306287195
0.18819575007100986,1.0549573778042343,-1.4210436260153516,1.0601134046556593,-0.34347877202018184,0.02121485379272644,0.902774666311555,-0.8978449848724263
0.22802699695955764,-0.9268949178041587,0.04715238100770017,0.6074536067089527,-1.2529693603084986,-0.029386622026640857,0.3113073872105676,-0.4571708252374138
1.0005343410853011,-0.41708512686908933,-1.1237373179472159,1.1250788505562306,-0.4390838298982132,-0.26243136307104636,0.6780385178300484,0.3306311461380356
-0.6598160545859655,1.22165401776398,1.6818519425656981,-0.8715815137389696,-1.181972891518854,-1.6617902930654307,-0.47779880254356577,1.498111031292694
-1.392764614189896,-1.210887448209491,-0.28551521152122167,0.2717717428750133,-0.5006208264311671,0.4000393135245849,-1.378797099046439,-0.8987435161147592
-1.4263963985849026,1.6190930084225978,1.493339171349889,1.0243713506061967,0.8777453250826526,-0.3637941595419322,-1.40437254006707,0.9437400969729426
0.6721017332286424,1.1473917430793383,-1.72143840793669,-1.3378174864702457,-0.5179479011648627,1.3919377846248604,-0.7739323462710183,1.4081475087396598
-0.6138221976040279,1.5915247470579588,0.38250302290710764,0.6555943846721091,-1.3542389427024473,1.232794731805106,-1.4976616848270656,1.7447848715690482
-0.2539445328798169,0.39505615702804797,-0.8281952886052242,-1.17077524128325,0.6414994698350915,0.2253146962360442,-1.608116242713087,1.607887832044831
0.2573059253115293,0.2195433163060887,-0.5276310253398708,0.6040368604855765,-0.5589987074696663,0.22613989275007151,0.033321966754599294,0.5757483347443277
-1.4816067218731268,1.056444868373391,-0.5316807228688498,0.34025458422817595,-1.3293158773619653,-0.18273177486409184,-0.9904110025472469,1.061430572247562
0.21304086147706724,-1.5693799123431234,0.373062826131168,0.012479866013679545,1.486783533415857,0.5523874009884642,-1.4537247455301248,-1.1013671142892423
0.01982189908633208,-1.64658199657201,1.4143967824155563,-1.3180961630807624,0.35243309928787125,-0.6666239097669776,-0.828884044967208,-1.329693479449093
1.7216410969220426,0.9078547002575242,0.5419887573550634,-0.4091297228521821,-0.6404127744800754,-0.8101471220907979,-1.5551958345461159,-1.158354500779229
-0.59301403426733,0.08846514485481144,-0.30642586009329215,-0.7106152273674444,-1.5975174984400518,-1.652026695263197,-0.945841495354528,-0.6282487745632918
-0.19052555078980307,0.13951492351413677,0.08333037163012405,-1.0744866130967443,-1.4200598200378423,1.0526036970375863,0.37216330882665366,1.656657603917079
-1.5281795764904735,-0.039094705262028615,0.03714002444230743,-0.6834277927675765,-0.10718747295882139,-0.4742518900139633,0.7851750753749684,1.733324701105687
1.552964620705361,0.34860240944966225,0.21162807460616598,-0.5185050067803634,0.027900929455156265,1.1323320617069823,0.9397283214964162,-0.37124333852152935
1.6418924507856345,-1.0527836522892082,-0.4625243314998435,-0.6296980201068798,-0.2362557468986749,-1.0023290811944043,0.18827327980373473,1.6242924900160207
-0.6888102296208081,0.9151806285046395,0.8341087284225466,-0.9901150752579373,0.21147752303870998,0.928539622940629,-1.3789481235948888,-1.068199338080002
-0.6116564386318273,-0.6027278183420561,0.5385123771597299,1.5816251118216376,0.4380673851266651,-0.1941139102266657,0.45553555419633013,1.2904213227043946
0.45355907589324707,-0.15616198630090047,0.393115177438157,1.712405512321691,0.4199784016084764,1.5248650160632724,1.2879620757961308,0.9695146500630791
1.5961219844796801,-1.6002526486813613,-1.6008184734758693,-0.9205949864565887,1.4130867704633194,1.1034062437671432,-0.8811000673071258,0.49085146348217445
-0.631414079959531,0.24554421888231195,1.2340108790111888,-0.4844134069545092,0.21508208374101567,-1.016715734423668,1.5443492381859067,0.6875364132766656
1.4458644347495961,0.4732091798591293,1.559772090670118,-1.5384936156061673,-1.6792615805965285,1.6490054416168765,-1.4550810173423687,0.33008836507661554
1.406039139303527,-1.5804319642906492,0.8652442229549476,0.9210368464314255,-0.9354216521124081,-0.44891283777693,1.5437345723826894,-0.43398880760766506
-1.0091346658197544,1.1921544163206708,0.10245543856481729,1.1699831057282668,-0.2737468012826375,0.15712928184332012,1.0471970015717642,-1.7333709622937647
-0.9334527797801263,1.011762101708178,-0.05704351580637469,-0.39227478190151577,0.6715721107095192,1.721728847222481,-1.4721385446213153,-1.4906297306478846
-0.031035882153010428,-0.2800422366219913,1.2083162253896065,0.1879631716585839,1.3130246016310563,-1.0958580760987842,0.24630884003379774,0.8710682953493599
0.1102858458923217,1.411904094143629,0.35741616722981034,0.858204317674992,-0.6553397204024063,-1.5323629746388605,-0.25281941428387605,1.2857333219199525
-0.3936400622259883,-1.0162307946775753,-0.8499014938957483,-0.9667273392831357,1.6257757761924332,-1.6765489617501572,-1.0080897962649542,0.004002579704353286
0.3451667348042967,-1.6659479367565708,0.4188104372066411,0.352923643186588,1.0650669801249788,1.4599466291089214,0.7155096911175634,0.049746077266905386
-0.9802419330515934,1.3948000306951076,0.3510460008845412,-0.15426795278761896,-0.3429259224975514,0.9061311874312942,1.0524656645309862,1.571762601632278
-0.06342998248216383,0.21160309979724515,1.110202088854632,1.3725478259453412,-0.6549553353008362,-0.5161168046518928,0.6478558024170868,-1.7368092876149857
0.37598586517637184,1.3733228606767454,-0.5291931762294273,-0.11873530630797176,-1.2414491809315769,0.5114164849022537,-0.05582680039854608,1.4950030074665432
0.5681473190167863,-1.3390408829691771,-1.0644535426504138,1.7027494576369544,-0.36365758383438773,-0.543841251267305,0.45263098167899807,0.3966510619449051
0.9708624330887826,-1.7279897842854568,0.5065813895440257,-1.0458665340150515,0.5322811833256237,0.8744992440521616,-0.645198779226343,-1.0757651489945095
0.8036089202694712,0.11040318077755959,0.8366683543318099,-1.3807750279411564,-0.5652440096020073,0.7347872158184141,-1.0330166721983176,0.3527512337189844
0.9230693435006257,-1.3244313476585818,1.4672140037849994,0.2844281950265872,0.35298931503530945,-1.508398613009877,1.386905620866746,-0.09526287621950254
-1.066499862334977,-0.11257988139280985,-0.7755136563616464,1.0680733565696507,-1.600401541563639,-0.7551629988171036,0.22053285660974858,1.1943225087128204
-0.3304821433323676,-1.0443269679503275,-1.334287252851275,-0.6042738704456523,-1.4141415946195344,-0.7167531464254079,-1.6819279727532648,0.7215059078884789
-1.1378026852560514,0.7596586681397957,0.531937001306793,-0.705226142432791,-0.8508508838222374,-1.6638559663870307,-1.3924141182945065,1.2518028828224723
